,tlc,station,latitude,longitude,time,time_hours,to,total_time
252,BUU,Burnham-on-Crouch [BUU],51.631318,0.8155277761907092,1h08m,1.0,London Liverpool Street [LST],68.0
253,BUX,Buxton [BUX],53.260672,-1.909341,2h55m,2.0,London Euston [EUS],175.0
254,BUY,Burley Park [BUY],53.8119615650161,-1.5768873601172702,2h40m,2.0,London Kings Cross [KGX],160.0
255,BWB,Bow Brickhill [BWB],52.005687563814895,-0.6973486147164351,1h02m,1.0,London Euston [EUS],62.0
256,BWD,Birchwood [BWD],53.4181045763243,-2.5180166670857203,2h34m,2.0,London Euston [EUS],154.0
257,BWK,Berwick-upon-Tweed [BWK],55.7734010761271,-2.00963408043706,3h37m,3.0,London Kings Cross [KGX],217.0
258,BWN,Bloxwich North [BWN],52.6183590321597,-2.01390023340596,2h09m,2.0,London Euston [EUS],129.0
259,BWS,Barrow-upon-Soar [BWS],52.74939918583261,-1.14656024252169,1h36m,1.0,London St Pancras International [STP],96.0
260,BWT,Bridgwater [BWT],51.127834481548994,-2.99050507733141,2h33m,2.0,London Paddington [PAD],153.0
261,BXB,Broxbourne [BXB],51.746945,-0.011064744453571002,32m,0.0,London Liverpool Street [LST],32.0
262,BXD,Buxted [BXD],50.990019416993896,0.132878595678289,1h14m,1.0,London Bridge [LBG],74.0
263,BXW,Box Hill & Westhumble [BXW],51.253647469183505,-0.32774353853381605,1h01m,0.0,London Victoria [VIC],51.0
264,BYA,Berney Arms [BYA],52.58868786784821,1.64146436968283,2h26m,2.0,London Liverpool Street [LST],146.0
265,BYB,Blythe Bridge [BYB],52.9713395020897,-2.0816034688518603,2h03m,2.0,London Euston [EUS],123.0
266,BYC,Betws-y-Coed [BYC],53.092471,-3.8007382085061403,3h37m,3.0,London Euston [EUS],217.0
267,BYD,Barry Docks [BYD],51.402677541470794,-3.26273693919379,2h41m,2.0,London Paddington [PAD],161.0
268,BYE,Bynea [BYE],51.677792,-4.096471,3h50m,3.0,London Paddington [PAD],230.0
269,BYI,Barry Island [BYI],51.392327,-3.273692,2h49m,2.0,London Paddington [PAD],169.0
270,BYK,Bentley (South Yorks) [BYK],53.5448870584376,-1.15101999096717,1h51m,1.0,London Kings Cross [KGX],111.0
271,BYM,Burnley Manchester Road [BYM],53.7862171,-2.246522133,3h00m,3.0,London Euston [EUS],180.0
272,BYN,Bryn [BYN],53.500896583785604,-2.6473951497557997,2h34m,2.0,London Euston [EUS],154.0
273,BYS,Braystones (Cumbria) [BYS],54.4414193768424,-3.53801719372777,4h54m,4.0,London Euston [EUS],294.0
274,CAD,Cadoxton [CAD],51.4126526025704,-3.2490493665074403,2h38m,2.0,London Paddington [PAD],158.0
275,CAK,Cark & Cartmel [CAK],54.181775,-2.97273115620974,3h33m,3.0,London Euston [EUS],213.0
276,CAM,Camberley [CAM],51.33646506952121,-0.7439520240397671,1h12m,1.0,London Waterloo [WAT],72.0
277,CAO,Cannock [CAO],52.685235,-2.013789,2h16m,2.0,London Euston [EUS],136.0
278,CAR,Carlisle [CAR],54.89093734477961,-2.9331514900450597,3h24m,3.0,London Euston [EUS],204.0
279,CAS,Castleton (Manchester) [CAS],53.5933257130071,-2.17911644232732,3h10m,3.0,London Euston [EUS],190.0
280,CAT,Caterham [CAT],51.281933722339794,-0.077885476753902,50m,0.0,London Bridge [LBG],50.0
281,CAU,Causeland [CAU],50.41255919025189,-4.456247592453599,4h19m,4.0,London Paddington [PAD],259.0
282,CBE,Canterbury East [CBE],51.274515105989295,1.07568403018415,1h17m,1.0,London St Pancras International [STP],77.0
283,CBN,Camborne [CBN],50.210832,-5.29772048834451,4h37m,4.0,London Paddington [PAD],277.0
284,CBR,Cooksbridge [CBR],50.90503294,-0.014097943,1h03m,1.0,London Victoria [VIC],63.0
285,CBW,Canterbury West [CBW],51.2836964292464,1.07576705318317,1h18m,0.0,London St Pancras International [STP],54.0
286,CBY,Charlbury [CBY],51.87251095088529,-1.491261,1h14m,1.0,London Paddington [PAD],74.0
287,CCH,Chichester [CCH],50.832,-0.781977,1h30m,1.0,London Victoria [VIC],90.0
288,CDB,Cardiff Bay [CDB],51.4667247254922,-3.1667242578397405,2h29m,2.0,London Paddington [PAD],149.0
289,CDF,Cardiff Central [CDF],51.4765601859822,-3.1785812026225,2h02m,2.0,London Paddington [PAD],122.0
290,CDI,Crediton [CDI],50.783423,-3.648342,2h44m,2.0,London Paddington [PAD],164.0
291,CDU,Cam & Dursley [CDU],51.7142602182683,-2.36267461058721,2h01m,2.0,London Paddington [PAD],121.0
292,CED,Cheddington [CED],51.857221570578204,-0.662027208349578,1h11m,0.0,London Euston [EUS],41.0
293,CEF,Chapel-en-le-Frith [CEF],53.315138229197395,-1.91549973147435,2h44m,2.0,London Euston [EUS],164.0
294,CEH,Coleshill Parkway [CEH],52.52325897,-1.708943265,1h43m,1.0,London Euston [EUS],103.0
295,CEL,Chelford (Cheshire) [CEL],53.270897040221605,-2.28200534094786,2h18m,2.0,London Euston [EUS],138.0
296,CET,Colchester Town [CET],51.8865064422308,0.904374,1h07m,1.0,London Liverpool Street [LST],67.0
297,CEY,Cononley [CEY],53.921343,-2.048262,3h06m,3.0,London Kings Cross [KGX],186.0
298,CFD,Castleford [CFD],53.720527,-1.3633734773429298,2h55m,2.0,London Kings Cross [KGX],175.0
299,CFH,Chafford Hundred Lakeside [CFH],51.485649999859895,0.28761016761572605,37m,0.0,London Fenchurch Street [FST],37.0
300,CFL,Crossflatts [CFL],53.85791523,-1.8450856580000001,2h53m,2.0,London Kings Cross [KGX],173.0
301,CFN,Clifton Down [CFN],51.464819136585,-2.61024742779356,2h12m,2.0,London Paddington [PAD],132.0
302,CFO,Chalfont & Latimer [CFO],51.667895441990396,-0.5609957659340289,33m,0.0,London Marylebone [MYB],33.0
303,CFR,Chandlers Ford [CFR],50.9824380974711,-1.38481629792084,1h53m,1.0,London Waterloo [WAT],113.0
304,CGM,Cottingham [CGM],53.77980370829351,-0.40509232364502507,2h58m,2.0,London Kings Cross [KGX],178.0
305,CGN,Cogan [CGN],51.4455081361207,-3.19042992093194,2h29m,2.0,London Paddington [PAD],149.0
306,CGW,Caergwrle [CGW],53.1086140991754,-3.03308018258151,3h22m,3.0,London Euston [EUS],202.0
307,CHD,Chesterfield [CHD],53.23826166813729,-1.41996542029321,1h49m,1.0,London St Pancras International [STP],109.0
308,CHF,Church Fenton [CHF],53.826466,-1.223672,2h22m,2.0,London Kings Cross [KGX],142.0
309,CHG,Charing (Kent) [CHG],51.2087468784198,0.7920887578129231,1h02m,0.0,London St Pancras International [STP],52.0
310,CHH,Christs Hospital [CHH],51.0480363376483,-0.365290271081049,1h05m,1.0,London Victoria [VIC],65.0
311,CHM,Chelmsford [CHM],51.73646608985129,0.468805,37m,0.0,London Liverpool Street [LST],37.0
312,CHN,Cheshunt [CHN],51.702759,-0.024010520965988,27m,0.0,London Liverpool Street [LST],27.0
313,CHO,Cholsey [CHO],51.570353,-1.156635,1h07m,0.0,London Paddington [PAD],56.0
314,CHR,Christchurch [CHR],50.738013,-1.783681315,1h54m,1.0,London Paddington [PAD],114.0
315,CHT,Chathill [CHT],55.5360925290457,-1.706221456235,4h25m,4.0,London Kings Cross [KGX],265.0
316,CHU,Cheadle Hulme [CHU],53.37693141162949,-2.18917897506801,2h13m,2.0,London Euston [EUS],133.0
317,CHW,Chalkwell [CHW],51.539121099334295,0.670706,50m,0.0,London Fenchurch Street [FST],50.0
318,CHY,Chertsey [CHY],51.3872836080956,-0.5094676223318749,1h00m,0.0,London Waterloo [WAT],54.0
319,CIL,Chilham [CIL],51.24476114253961,0.976041,1h00m,1.0,London St Pancras International [STP],60.0
320,CIM,Cilmeri [CIM],52.151564275247495,-3.45843119979599,4h36m,4.0,London Euston [EUS],276.0
321,CKH,Corkerhill [CKH],55.8389064273762,-4.3344886189006,4h55m,4.0,London Euston [EUS],295.0
322,CKL,Corkickle [CKL],54.5412579707989,-3.5812048274255495,4h49m,4.0,London Euston [EUS],289.0
323,CKN,Crewkerne [CKN],50.876279965956,-2.7791387402363394,2h30m,2.0,London Waterloo [WAT],150.0
324,CKY,Crosskeys [CKY],51.6215633076634,-3.12627301077268,2h57m,2.0,London Paddington [PAD],177.0
325,CLA,Clandon [CLA],51.2624446018729,-0.504020655801356,1h11m,0.0,London Victoria [VIC],45.0
326,CLC,Castle Cary [CLC],51.10009949,-2.522797567,1h41m,1.0,London Paddington [PAD],101.0
327,CLE,Cleethorpes [CLE],53.561976600016095,-0.029293026108224998,3h02m,3.0,London Kings Cross [KGX],182.0
328,CLG,Claygate [CLG],51.361004500334204,-0.348269577071506,27m,0.0,London Waterloo [WAT],27.0
329,CLH,Clitheroe [CLH],53.87199259,-2.398839437,3h26m,3.0,London Euston [EUS],206.0
330,CLI,Clifton (Manchester) [CLI],53.521461,-2.315719,3h07m,3.0,London Euston [EUS],187.0
331,CLL,Collington [CLL],50.841493408545105,0.464071406669092,1h51m,1.0,London Bridge [LBG],111.0
332,CLM,Collingham [CLM],53.1436598881333,-0.75138,1h42m,1.0,London Kings Cross [KGX],102.0
333,CLN,Chapeltown (South Yorks) [CLN],53.461623,-1.466013,2h46m,2.0,London Kings Cross [KGX],166.0
334,CLR,Clarbeston Road [CLR],51.8519398809285,-4.880505,4h38m,4.0,London Paddington [PAD],278.0
335,CLS,Chester-le-Street [CLS],54.85454718751429,-1.57804689187686,3h27m,3.0,London Kings Cross [KGX],207.0
336,CLT,Clacton-on-Sea [CLT],51.79380696602961,1.15357055671703,1h26m,1.0,London Liverpool Street [LST],86.0
337,CLV,Claverdon [CLV],52.2794093740306,-1.7009852449016,1h44m,1.0,London Marylebone [MYB],104.0
338,CLW,Chorleywood [CLW],51.6542638311513,-0.518333906988949,30m,0.0,London Marylebone [MYB],30.0
339,CMF,Cromford [CMF],53.1129821422955,-1.54884758809197,2h17m,2.0,London St Pancras International [STP],137.0
340,CMH,Cwmbach [CMH],51.7014229032997,-3.4135482213938797,3h34m,3.0,London Paddington [PAD],214.0
341,CMN,Carmarthen [CMN],51.853232,-4.306085,4h00m,4.0,London Paddington [PAD],240.0
342,CMR,Cromer [CMR],52.9293613451489,1.29253156074455,2h46m,2.0,London Liverpool Street [LST],166.0
343,CNE,Colne [CNE],53.85453854,-2.18424494,3h51m,3.0,London Euston [EUS],231.0
344,CNF,Carnforth [CNF],54.128308,-2.768774,3h05m,3.0,London Euston [EUS],185.0
345,CNG,Congleton [CNG],53.157992604664706,-2.19430044937404,2h00m,2.0,London Euston [EUS],120.0
346,CNL,Canley [CNL],52.4012581645885,-1.5445262916924198,1h15m,1.0,London Euston [EUS],75.0
347,CNM,Cheltenham Spa [CNM],51.8973314840808,-2.09957621921062,2h07m,2.0,London Paddington [PAD],127.0
348,CNO,Chetnole [CNO],50.898076610664205,-2.51504222975548,2h29m,2.0,London Paddington [PAD],149.0
349,CNP,Conway Park [CNP],53.3933283384096,-3.0227152114388,3h05m,3.0,London Euston [EUS],185.0
350,CNS,Conisbrough [CNS],53.4864823059617,-1.225566,2h00m,2.0,London Kings Cross [KGX],120.0
351,CNW,Conwy [CNW],53.280253066150294,-3.82751575359787,3h16m,3.0,London Euston [EUS],196.0
352,CNY,Cantley [CNY],52.579209,1.514793,2h17m,2.0,London Liverpool Street [LST],137.0
353,COB,Cooden Beach [COB],50.833416935558795,0.42759975204619,1h48m,1.0,London Bridge [LBG],108.0
354,COH,Crowborough [COH],51.045646,0.183512,1h07m,1.0,London Bridge [LBG],67.0
355,COI,Crosshill [COI],55.833456,-4.25620763838528,4h57m,4.0,London Euston [EUS],297.0
356,COL,Colchester [COL],51.900761,0.892441,1h02m,0.0,London Liverpool Street [LST],54.0
357,COM,Commondale [COM],54.4815473645718,-0.97832,4h09m,4.0,London Kings Cross [KGX],249.0
358,COO,Cookham [COO],51.5574064556343,-0.7221382327705,41m,0.0,London Paddington [PAD],41.0
359,COP,Copplestone [COP],50.8127750585979,-3.7502167231163597,2h57m,2.0,London Paddington [PAD],177.0
360,COR,Corby [COR],52.48887735188829,-0.68606639519286,1h08m,1.0,London St Pancras International [STP],68.0
361,COS,Cosford [COS],52.644939114769706,-2.30021628489285,2h14m,2.0,London Euston [EUS],134.0
362,COT,Cottingley [COT],53.7676652081858,-1.58625310979171,2h33m,2.0,London Euston [EUS],153.0
363,COV,Coventry [COV],52.4018704627124,-1.51316872251889,1h01m,1.0,London Euston [EUS],61.0
364,COY,Coryton [COY],51.520868862090104,-3.23056121681671,2h44m,2.0,London Paddington [PAD],164.0
365,CPH,Caerphilly [CPH],51.572525070240495,-3.21956075831559,2h34m,2.0,London Paddington [PAD],154.0
366,CPK,Carpenders Park [CPK],51.6280993261336,-0.38615020215378204,29m,0.0,London Euston [EUS],29.0
367,CPM,Chippenham [CPM],51.4625478569194,-2.11546601983108,1h17m,1.0,London Paddington [PAD],77.0
368,CPN,Chapelton (Devon) [CPN],51.014225481500596,-4.02393697857948,4h03m,4.0,London Paddington [PAD],243.0
369,CPU,Capenhurst [CPU],53.257647,-2.946711,2h27m,2.0,London Euston [EUS],147.0
370,CPW,Chepstow [CPW],51.639897824978505,-2.6718577201056,2h27m,2.0,London Paddington [PAD],147.0
371,CPY,Clapham (North Yorkshire) [CPY],54.125745012055205,-2.3927357358393198,3h27m,3.0,London Euston [EUS],207.0
372,CRA,Cradley Heath [CRA],52.46991827,-2.093712,2h03m,2.0,London Euston [EUS],123.0
373,CRB,Corbridge [CRB],54.967401,-2.018166,3h55m,3.0,London Kings Cross [KGX],235.0
374,CRD,Chester Road [CRD],52.53559024,-1.833069209,1h52m,1.0,London Euston [EUS],112.0
375,CRE,Crewe [CRE],53.089485364595795,-2.43350497971494,1h38m,1.0,London Euston [EUS],98.0
376,CRK,Chirk [CRK],52.932964,-3.064197,2h51m,2.0,London Euston [EUS],171.0
377,CRL,Chorley [CRL],53.652256519864395,-2.6282284471619,2h44m,2.0,London Euston [EUS],164.0
378,CRT,Chartham [CRT],51.2574500441965,1.01740649291686,1h04m,1.0,London St Pancras International [STP],64.0
379,CRV,Craven Arms [CRV],52.442057,-2.8353341242872703,3h03m,3.0,London Euston [EUS],183.0
380,CRW,Crawley [CRW],51.1121776062643,-0.186274198579643,45m,0.0,London Bridge [LBG],45.0
381,CSA,Cosham [CSA],50.841993083946896,-1.06734149098463,1h43m,1.0,London Waterloo [WAT],103.0
382,CSD,Cobham & Stoke D'Abernon [CSD],51.319387,-0.388077393563803,34m,0.0,London Waterloo [WAT],34.0
383,CSG,Cressington [CSG],53.35949136014111,-2.91213895740936,2h35m,2.0,London Euston [EUS],155.0
384,CSK,Calstock [CSK],50.497601640262296,-4.21012066747853,4h04m,4.0,London Paddington [PAD],244.0
385,CSL,Codsall [CSL],52.6286972400351,-2.20141474064089,2h05m,2.0,London Euston [EUS],125.0
386,CSM,Castleton Moor [CSM],54.467304156410705,-0.945764686348778,4h13m,4.0,London Kings Cross [KGX],253.0
387,CSO,Croston [CSO],53.6660280392423,-2.7779636659862597,2h51m,2.0,London Euston [EUS],171.0
388,CSR,Chassen Road [CSR],53.44490749758229,-2.36814677599779,2h46m,2.0,London Euston [EUS],166.0
389,CSW,Chestfield & Swalecliffe [CSW],51.3600242241395,1.06685882270009,1h20m,1.0,London St Pancras International [STP],80.0
390,CSY,Coseley [CSY],52.54510769598021,-2.0843471901187898,1h50m,1.0,London Euston [EUS],110.0
391,CTM,Chatham [CTM],51.380537544696,0.520311699325425,40m,0.0,London Blackfriars [BFR],40.0
392,CTO,Carlton [CTO],52.9641765085542,-1.0798057898044902,2h06m,2.0,London Kings Cross [KGX],126.0
393,CTR,Chester [CTR],53.196629,-2.879832,2h04m,2.0,London Euston [EUS],124.0
394,CTT,Church Stretton [CTT],52.5368450582981,-2.8034184498478996,2h54m,2.0,London Euston [EUS],174.0
395,CTW,Church & Oswaldtwistle [CTW],53.751263,-2.391854611,3h17m,3.0,London Euston [EUS],197.0
396,CUD,Cuddington [CUD],53.246853537617206,-2.6208634878345003,2h39m,2.0,London Euston [EUS],159.0
397,CUF,Cuffley [CUF],51.70869,-0.109596,37m,0.0,London Kings Cross [KGX],37.0
398,CUH,Curriehill [CUH],55.899184099677804,-3.32827,4h55m,4.0,London Kings Cross [KGX],295.0
399,CUM,Culham [CUM],51.65378082955,-1.23644162486747,1h00m,0.0,London Marylebone [MYB],58.0
400,CUW,Clunderwen [CUW],51.840489505251504,-4.731170989308151,4h31m,4.0,London Paddington [PAD],271.0
401,CUX,Cuxton [CUX],51.37355945809689,0.45977793576851705,44m,0.0,London St Pancras International [STP],44.0
402,CWB,Colwyn Bay [CWB],53.296569187635,-3.72560516645006,2h52m,2.0,London Euston [EUS],172.0
403,CWC,Chappel & Wakes Colne [CWC],51.924764,0.756133,1h07m,0.0,London Liverpool Street [LST],58.0
404,CWD,Creswell [CWD],53.261307026512796,-1.21530664083633,2h51m,2.0,London Kings Cross [KGX],171.0
405,CWE,Crowle [CWE],53.589428,-0.817548,2h29m,2.0,London Kings Cross [KGX],149.0
406,CWL,Colwall [CWL],52.0812821726589,-2.355094,2h50m,2.0,London Euston [EUS],170.0
407,CWM,Cwmbran [CWM],51.658466,-3.016968,2h10m,2.0,London Paddington [PAD],130.0
408,CWN,Cowden (Kent) [CWN],51.155634472196205,0.11001843871358902,51m,0.0,London Bridge [LBG],51.0
409,CWS,Caersws [CWS],52.51526,-3.435417,3h25m,3.0,London Euston [EUS],205.0
410,CWU,Crowhurst [CWU],50.887819955075294,0.501793679476155,1h33m,1.0,London Charing Cross [CHX],93.0
411,CYB,Cefn-y-Bedd [CYB],53.0984430648742,-3.03043188833642,3h23m,3.0,London Euston [EUS],203.0
412,CYN,Cynghordy [CYN],52.0496057500902,-3.75009098453798,4h56m,4.0,London Paddington [PAD],296.0
413,CYT,Cherry Tree [CYT],53.73549643,-2.515348968,3h02m,3.0,London Euston [EUS],182.0
414,DAK,Dalmarnock [DAK],55.8405334550276,-4.218213,4h57m,4.0,London Euston [EUS],297.0
415,DAM,Dalmeny [DAM],55.985311,-3.379997,4h50m,4.0,London Kings Cross [KGX],290.0
416,DAN,Darnall [DAN],53.3851901362193,-1.41203250589296,2h18m,2.0,London Kings Cross [KGX],138.0
417,DAR,Darlington [DAR],54.52101,-1.546731,2h23m,2.0,London Kings Cross [KGX],143.0
418,DAT,Datchet [DAT],51.4831017340794,-0.5794930313776939,53m,0.0,London Paddington [PAD],53.0
419,DBD,Denby Dale [DBD],53.573597234713105,-1.65309985593523,3h22m,3.0,London Kings Cross [KGX],202.0
420,DBG,Mottisfont & Dunbridge [DBG],51.0379271981746,-1.5477731680143798,1h53m,1.0,London Paddington [PAD],113.0
421,DBR,Derby Road (Ipswich) [DBR],52.049099466321294,1.1814751775838899,1h24m,1.0,London Liverpool Street [LST],84.0
422,DBY,Derby [DBY],52.916847,-1.46420819160196,1h29m,1.0,London Euston [EUS],89.0
423,DCH,Dorchester South [DCH],50.709106,-2.438416,2h36m,2.0,London Waterloo [WAT],156.0
424,DCT,Danescourt [DCT],51.500515099594494,-3.23446457786951,2h51m,2.0,London Paddington [PAD],171.0
425,DCW,Dorchester West [DCW],50.711536567168,-2.44917485553932,2h49m,2.0,London Waterloo [WAT],169.0
426,DDG,Dorridge [DDG],52.37277608,-1.753028501,1h35m,1.0,London Marylebone [MYB],95.0
427,DDP,Dudley Port [DDP],52.52697590292729,-2.05185529209509,1h55m,1.0,London Euston [EUS],115.0
428,DEA,Deal [DEA],51.222673915539104,1.3994214182978701,1h23m,1.0,London St Pancras International [STP],83.0
429,DEN,Dean (Wilts) [DEN],51.0420341090296,-1.634771,1h47m,1.0,London Paddington [PAD],107.0
430,DEW,Dewsbury [DEW],53.692233,-1.631455,2h45m,2.0,London Euston [EUS],165.0
431,DFD,Dartford [DFD],51.447618,0.217965,39m,0.0,London Bridge [LBG],39.0
432,DFI,Duffield [DFI],52.989084314276504,-1.48670843190099,1h56m,1.0,London St Pancras International [STP],116.0
433,DGC,Denham Golf Club [DGC],51.586245801960004,-0.511006212597228,26m,0.0,London Marylebone [MYB],26.0
434,DGL,Dingle Road [DGL],51.439937651780994,-3.17930705876551,2h25m,2.0,London Paddington [PAD],145.0
435,DGY,Deganwy [DGY],53.2949645349183,-3.8331255649346803,3h05m,3.0,London Euston [EUS],185.0
436,DHM,Durham [DHM],54.779523,-1.581517,2h55m,2.0,London Kings Cross [KGX],175.0
437,DHN,Deighton [DHN],53.668886,-1.752242,2h53m,2.0,London Euston [EUS],173.0
438,DID,Didcot Parkway [DID],51.6109778126911,-1.242505,43m,0.0,London Paddington [PAD],43.0
439,DIG,Digby & Sowton [DIG],50.702074059111396,-3.49093088741686,2h32m,2.0,London Paddington [PAD],152.0
440,DIS,Diss [DIS],52.3735574568188,1.1236464506312098,1h26m,1.0,London Liverpool Street [LST],86.0
441,DKG,Dorking (Main) [DKG],51.240387,-0.324048073651947,1h03m,0.0,London Bridge [LBG],54.0
442,DLG,Dolgarrog [DLG],53.187743,-3.820675,3h23m,3.0,London Euston [EUS],203.0
443,DLH,Doleham [DLH],50.918732,0.616315,1h33m,1.0,London Charing Cross [CHX],93.0
444,DLS,Dalston (Cumbria) [DLS],54.8459947770286,-2.988474,3h48m,3.0,London Euston [EUS],228.0
445,DLT,Dalton (Cumbria) [DLT],54.1536200515233,-3.1758,3h49m,3.0,London Euston [EUS],229.0
446,DMF,Dumfries [DMF],55.073943,-3.60122186983262,4h12m,4.0,London Euston [EUS],252.0
447,DMG,Dinas (Rhondda) [DMG],51.617457090473394,-3.4357670156857503,3h24m,3.0,London Paddington [PAD],204.0
448,DMH,Dilton Marsh [DMH],51.23837547,-2.226360094,1h52m,1.0,London Paddington [PAD],112.0
449,DMP,Dumpton Park [DMP],51.3454332269334,1.42559788512804,1h46m,1.0,London St Pancras International [STP],106.0
450,DMS,Dormans [DMS],51.1552345198857,-0.0018,53m,0.0,London Bridge [LBG],53.0
451,DNG,Dunton Green [DNG],51.294060250250396,0.169904616080143,32m,0.0,London Bridge [LBG],32.0
452,DNM,Denham [DNM],51.5787792543655,-0.49735205816619205,23m,0.0,London Marylebone [MYB],23.0
453,DNS,Dinas Powys [DNS],51.4329250042727,-3.21701849010399,2h34m,2.0,London Paddington [PAD],154.0
454,DNT,Dent [DNT],54.277958334961994,-2.3692110349550397,4h17m,4.0,London Kings Cross [KGX],257.0
455,DNY,Danby [DNY],54.46623,-0.910707,4h16m,4.0,London Kings Cross [KGX],256.0
456,DOC,Devonport Dockyard [DOC],50.3817026810906,-4.177100218914481,3h37m,3.0,London Paddington [PAD],217.0
457,DOD,Dodworth [DOD],53.5479677599973,-1.51720717705603,3h05m,3.0,London Kings Cross [KGX],185.0
458,DOL,Dolau [DOL],52.294265196542504,-3.26394139786847,4h02m,4.0,London Euston [EUS],242.0
459,DON,Doncaster [DON],53.5218995159141,-1.139577,1h39m,1.0,London Kings Cross [KGX],99.0
460,DOR,Dore & Totley [DOR],53.329870281709205,-1.51540739507624,2h26m,2.0,London St Pancras International [STP],146.0
461,DOT,Dunston [DOT],54.950617,-1.641025,3h31m,3.0,London Kings Cross [KGX],211.0
462,DOW,Downham Market [DOW],52.60403418785629,0.365677196094939,1h27m,1.0,London Kings Cross [KGX],87.0
463,DPT,Devonport (Devon) [DPT],50.3780883021132,-4.170774003335911,3h35m,3.0,London Paddington [PAD],215.0
464,DRI,Drigg [DRI],54.3784123197144,-3.4442184407873797,4h28m,4.0,London Euston [EUS],268.0
465,DRM,Drem [DRM],56.01073295946011,-2.7766830886234803,4h58m,4.0,London Kings Cross [KGX],298.0
466,DRT,Darton [DRT],53.5883559206742,-1.53161221497167,3h10m,3.0,London Kings Cross [KGX],190.0
467,DSL,Disley [DSL],53.358199,-2.042466,2h29m,2.0,London Euston [EUS],149.0
468,DSM,Darsham [DSM],52.273549923372705,1.5230007271973203,2h06m,2.0,London Liverpool Street [LST],126.0
469,DSY,Daisy Hill [DSY],53.54096918,-2.515894573,2h29m,2.0,London Euston [EUS],149.0
470,DTW,Droitwich Spa [DTW],52.26867,-2.157207,2h23m,2.0,London Euston [EUS],143.0
471,DUD,Duddeston [DUD],52.48866555,-1.871271765,1h41m,1.0,London Euston [EUS],101.0
472,DUL,Dullingham [DUL],52.1687477243412,0.5569217637199929,1h17m,1.0,London Kings Cross [KGX],77.0
473,DUM,Dumbreck [DUM],55.84150542908171,-4.29958378260806,4h52m,4.0,London Euston [EUS],292.0
474,DUN,Dunbar [DUN],55.9988867208175,-2.512921124969,4h21m,4.0,London Kings Cross [KGX],261.0
475,DUR,Durrington-on-Sea [DUR],50.81751637,-0.411511568,1h29m,1.0,London Victoria [VIC],89.0
476,DVC,Dovercourt [DVC],51.938528922825796,1.28027577343094,1h25m,1.0,London Liverpool Street [LST],85.0
477,DVH,Dove Holes [DVH],53.297572,-1.889023,2h49m,2.0,London Euston [EUS],169.0
478,DVN,Davenport [DVN],53.3903226976468,-2.15277525224857,2h16m,2.0,London Euston [EUS],136.0
479,DVP,Dover Priory [DVP],51.1257537129599,1.305727,1h05m,1.0,London St Pancras International [STP],65.0
480,DVY,Dovey Junction [DVY],52.569660293832506,-3.90391823412143,4h01m,4.0,London Euston [EUS],241.0
481,DWD,Dolwyddelan [DWD],53.050955,-3.884788,3h50m,3.0,London Euston [EUS],230.0
482,DWL,Dawlish [DWL],50.580681756047795,-3.4646774549336703,2h41m,2.0,London Paddington [PAD],161.0
483,DWN,Darwen [DWN],53.69966738,-2.467699198,2h57m,2.0,London Euston [EUS],177.0
484,DWW,Dawlish Warren [DWW],50.59815,-3.440775,2h29m,2.0,London Paddington [PAD],149.0
485,DZY,Danzey [DZY],52.3245319,-1.821406492,2h30m,2.0,London Euston [EUS],150.0
486,EAG,Eaglescliffe [EAG],54.5298300831886,-1.34881257419103,2h52m,2.0,London Kings Cross [KGX],172.0
487,EAR,Earley [EAR],51.4406728610322,-0.917825553805823,40m,0.0,London Paddington [PAD],40.0
488,EBA,Euxton Balshaw Lane [EBA],53.6710033200492,-2.6669689470203997,2h33m,2.0,London Euston [EUS],153.0
489,EBK,Eastbrook [EBK],51.438024946206,-3.2073131057786806,2h31m,2.0,London Paddington [PAD],151.0
490,EBN,Eastbourne [EBN],50.76941528,0.281021973,1h35m,1.0,London Victoria [VIC],95.0
491,EBR,Edenbridge(Kent) [EBR],51.209719,0.060174,1h00m,0.0,London Bridge [LBG],57.0
492,EBT,Edenbridge Town [EBT],51.1997167623441,0.064809228678103,43m,0.0,London Bridge [LBG],43.0
493,EBV,Ebbw Vale Parkway [EBV],51.756709815815896,-3.19690264064673,3h19m,3.0,London Paddington [PAD],199.0
494,ECC,Eccles (Manchester) [ECC],53.4855565606586,-2.33346094896477,3h09m,3.0,London Euston [EUS],189.0
495,ECL,Eccleston Park [ECL],53.430371975574396,-2.7797329371097006,2h46m,2.0,London Euston [EUS],166.0
496,ECS,Eccles Road [ECS],52.47173334178039,0.9700040816588771,1h55m,1.0,London Kings Cross [KGX],115.0
497,EDB,Edinburgh [EDB],55.9519611835111,-3.189579,4h19m,4.0,London Kings Cross [KGX],259.0
498,EDG,Edge Hill [EDG],53.406897,-2.949391,2h40m,2.0,London Euston [EUS],160.0
499,EDL,Edale [EDL],53.3659846007918,-1.8169073877548998,2h57m,2.0,London Euston [EUS],177.0
500,EDP,Edinburgh Park [EDP],55.925442,-3.30556422145648,4h44m,4.0,London Kings Cross [KGX],284.0
501,EFF,Effingham Junction [EFF],51.29179010920079,-0.420041235880463,1h03m,0.0,London Victoria [VIC],37.0
502,EFL,East Farleigh [EFL],51.2547187183453,0.487569,1h09m,1.0,London Charing Cross [CHX],69.0
503,EGF,East Garforth [EGF],53.7911421692665,-1.36772590736341,2h37m,2.0,London Kings Cross [KGX],157.0
